"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
436226,"APARTEMENT MONTMARTRE",2166096,"Eve",NA,"Buttes-Montmartre",48.88743,2.34716,"Entire home/apt",70,360,8,"1349452800",0.09,1,365
436357,"Loft style flat-trendy North Marais",2158796,"Lise",NA,"Popincourt",48.86656,2.37578,"Entire home/apt",68,7,53,"1551628800",0.61,1,218
436362,"STUDIO IN VINTAGE STYLE IN PARIS",2167451,"Angèle",NA,"Buttes-Chaumont",48.87507,2.38337,"Entire home/apt",32,2,31,"1463414400",0.36,1,0
436721,"Quartier latin/Sunny duplex/50m2",2168925,"Clemence",NA,"Panthéon",48.84929,2.35451,"Entire home/apt",140,3,45,"1557763200",0.52,1,280
436955,"Au gros caillou, Studio, Paris",1863655,"Manon",NA,"Palais-Bourbon",48.85639,2.30321,"Entire home/apt",63,4,41,"1561996800",0.48,1,15
438462,"3 rooms  typical and nice district",2177716,"Juliette",NA,"Buttes-Chaumont",48.87757,2.38943,"Entire home/apt",70,5,6,"1545408000",0.2,1,21
440257,"Bastille studio flat - view rooftop",2250132,"Emmanuel",NA,"Reuilly",48.84994,2.36996,"Entire home/apt",80,2,166,"1561910400",1.91,1,10
440466,"Cosy home in Trocadéro   1.bdrm",2188481,"Talia",NA,"Passy",48.86638,2.29023,"Entire home/apt",79,60,59,"1545494400",0.68,1,0
440509,"Charming loft in the heart of Paris",2188618,"Bastien",NA,"Louvre",48.86365,2.34845,"Entire home/apt",230,3,77,"1562428800",0.88,1,23
440717,"Nice 'n Gorgeous! 1BR on Oberkampf!",2189693,"Felix",NA,"Popincourt",48.86369,2.36872,"Entire home/apt",90,3,1,"1350835200",0.01,1,0
440849,"QUIET NEAR THE ST MARTIN CANAL",2190253,"Fabienne",NA,"Entrepôt",48.87398,2.36436,"Entire home/apt",95,3,25,"1561824000",0.29,1,362
440959,"Cosy bedroom 1 or 2p /Arc Triomphe",805564,"Carole",NA,"Batignolles-Monceau",48.88048,2.29603,"Private room",84,5,66,"1559664000",0.77,3,313
440985,"Charming Parisien appartement",2191103,"Elinoar",NA,"Ménilmontant",48.87327,2.39001,"Entire home/apt",90,3,32,"1556726400",0.4,1,178
441972,"Private room in Ménilmontant !",810221,"Bastien & Jessica",NA,"Ménilmontant",48.86803,2.38349,"Private room",37,2,8,"1439740800",0.09,1,0
445253,"♥ NICE & COSY 70 M² NEAR MONTMARTRE",2211681,"Violaine",NA,"Buttes-Montmartre",48.88912,2.35188,"Entire home/apt",80,3,7,"1439136000",0.08,2,0
447208,"Charming 1 Bedroom Apt Paris Louvre",2220797,"Cyrielle",NA,"Bourse",48.86691,2.34379,"Entire home/apt",322,2,49,"1538323200",0.57,1,161
448894,"Large studio apartment Ourcq Canal",2228974,"Emilie",NA,"Buttes-Chaumont",48.89438,2.3728,"Entire home/apt",50,7,11,"1414771200",0.13,2,0
449093,"Design flat in city center (65m2)",744883,"Christophe",NA,"Bourse",48.87013,2.34951,"Entire home/apt",129,2,48,"1560096000",0.56,1,0
449296,"Nice flat in Paris, 12° Daumesnil",1807931,"Adeline",NA,"Reuilly",48.83964,2.39223,"Entire home/apt",53,5,2,"1546012800",0.05,1,0
449988,"2 room family appt. in trendy 10th",2234993,"Anne",NA,"Entrepôt",48.88168,2.36336,"Entire home/apt",90,2,55,"1560700800",0.68,1,9
450398,"2bd apartment Bastille-Marais 90m2",232021,"Florence",NA,"Popincourt",48.85382,2.37623,"Entire home/apt",210,1,136,"1561996800",1.58,1,242
451293,"welcome",2241644,"Caroline",NA,"Opéra",48.87859,2.34687,"Entire home/apt",300,5,35,"1546531200",0.48,2,158
451629,"NICE APT WITH TERRACE NEAR BASTILLE",2242715,"Laure",NA,"Popincourt",48.85216,2.38667,"Entire home/apt",95,3,56,"1556812800",0.65,1,279
452481,"Charming bedroom under the roofs",547926,"Nicole",NA,"Batignolles-Monceau",48.88418,2.30524,"Entire home/apt",60,2,137,"1561737600",1.59,1,191
452822,"2 rooms 50m² - Canal Saint Martin",2249395,"Charlotte",NA,"Entrepôt",48.8738,2.36418,"Entire home/apt",105,2,76,"1561737600",0.88,1,232
453168,"Large Family Duplex in Montmartre, 3 bedrooms",797179,"Marc",NA,"Buttes-Montmartre",48.89328,2.33981,"Entire home/apt",210,3,59,"1559404800",0.69,1,48
453689,"Beautiful appartment, Belleville",2254627,"Sébastien",NA,"Ménilmontant",48.87023,2.38575,"Entire home/apt",170,7,0,"",NA,1,229
453823,"Handsom 2 pieces near Montmartre",2055368,"Giancarlo",NA,"Entrepôt",48.88223,2.35014,"Entire home/apt",85,15,6,"1519488000",0.07,2,0
455196,"Quiet central Belleville flat Paris",2218238,"Shoshi",NA,"Ménilmontant",48.87222,2.38123,"Entire home/apt",55,2,10,"1410192000",0.14,1,0
455235,"Le Marais near to Place des Vosges",2262663,"Philippe",NA,"Hôtel-de-Ville",48.85491,2.36102,"Entire home/apt",130,5,37,"1556985600",0.43,1,41
455974,"Hollydays under a Little Roof in Paris Montorgueil",2266654,"Un Petit Toit",NA,"Bourse",48.86745,2.34487,"Entire home/apt",59,2,119,"1562428800",1.42,2,158
456179,"2-story private house and courtyard within Paris",2267454,"Laurette",NA,"Observatoire",48.83307,2.32877,"Entire home/apt",150,21,1,"1419609600",0.02,2,110
457096,"Paris.Lovely flat close Sacre Coeur",2187920,"Rosita",NA,"Buttes-Montmartre",48.89254,2.35145,"Entire home/apt",65,4,5,"1354032000",0.06,1,353
457440,"Cosy studio near Montmartre for 2p",1525207,"Joshua",NA,"Buttes-Montmartre",48.8882,2.35419,"Entire home/apt",60,3,121,"1559318400",1.39,1,89
458499,"LOVELY FLAT IN TYPICAL FRENCH AREA!",2229569,"Sylvain",NA,"Gobelins",48.83242,2.35871,"Entire home/apt",80,3,5,"1551974400",0.11,1,5
458673,"Stusio, Paris 16- Close to E.Tower",2280781,"Aline",NA,"Passy",48.84806,2.26089,"Entire home/apt",115,2,0,"",NA,1,0
458703,"Apt in the heart of Montmartre",2280891,"Marion",NA,"Buttes-Montmartre",48.88596,2.33907,"Entire home/apt",68,5,65,"1558713600",0.75,1,26
458807,"3 rooms - 38m2 in """"Marais"""" - Paris",2281140,"Marie",NA,"Hôtel-de-Ville",48.85484,2.3593,"Entire home/apt",65,2,7,"1474905600",0.1,1,0
458986,"Quiet studio in the heart of paris!",2281871,"Emmanuel",NA,"Bourse",48.86605,2.34832,"Entire home/apt",90,2,194,"1561910400",2.28,1,93
459184,"Walk to Opéra Bastille From a Book-Filled Gem with a Leafy Garden Patio",2282726,"Adrian",NA,"Popincourt",48.85302,2.37448,"Entire home/apt",175,3,69,"1561910400",0.84,1,0
459950,"QUIET and SPACIOUS LOFT in BASTILLE Area",2287011,"Sophie",NA,"Popincourt",48.85099,2.38772,"Entire home/apt",150,6,18,"1556208000",0.21,1,267
460301,"Great 2bed- & 2bath-room Notre Dame",656386,"Emanuele - Maria",NA,"Panthéon",48.85175,2.34948,"Entire home/apt",227,90,7,"1473177600",0.08,35,251
461131,"Sunny Rooftop Spacious Montmartre",2292032,"Nadine",NA,"Buttes-Montmartre",48.89078,2.33567,"Entire home/apt",75,2,4,"1506700800",0.05,1,0
461380,"3-room flat, bright and stylish, huge balcony",2280544,"Pierre",NA,"Entrepôt",48.87323,2.35587,"Entire home/apt",99,8,54,"1561910400",0.63,1,76
461860,"Lovely apartment in Montmartre",2295636,"Benoît",NA,"Buttes-Montmartre",48.88818,2.33505,"Entire home/apt",75,2,108,"1561219200",1.24,1,291
461906,"a sunny place in the sky of Paris",2295760,"Anne",NA,"Vaugirard",48.84494,2.28612,"Private room",120,3,56,"1561392000",0.69,1,363
462105,"Spacious apartment, trendy location",2296567,"Betsy & Gregory",NA,"Popincourt",48.86759,2.37496,"Private room",99,2,0,"",NA,1,0
462307,"In the very heart of Paris",2297465,"Virginie",NA,"Bourse",48.86413,2.34801,"Entire home/apt",110,2,119,"1560441600",1.37,1,152
462625,"Exceptional, modern LOFT ",1009168,"India",NA,"Palais-Bourbon",48.85383,2.31857,"Entire home/apt",210,3,0,"",NA,1,0
462721,"COSY FAMILY APT Metro Commerce 15èm",2299362,"Thomas",NA,"Vaugirard",48.84292,2.29436,"Entire home/apt",180,99,7,"1374940800",0.08,1,289
462863,"Design Bedroom 4min Canal St Martin",2300103,"Alba",NA,"Entrepôt",48.87623,2.35841,"Entire home/apt",55,2,35,"1559923200",0.41,2,101
463726,"1000 secrets apartment",2296121,"Stephanie",NA,"Hôtel-de-Ville",48.85244,2.36144,"Entire home/apt",400,4,97,"1545840000",2.11,1,221
464235,"Montmartre Flat with lovely terrace",2306879,"Priscilla",NA,"Buttes-Montmartre",48.89123,2.34186,"Entire home/apt",70,1,10,"1433865600",0.12,1,0
466074,"apartment 36m2 near Eiffel Tower",2314744,"Mathilde",NA,"Vaugirard",48.84661,2.30316,"Entire home/apt",95,3,23,"1561305600",0.29,1,36
466434,"Between nature and Eiffel tower.",2316378,"Rod",NA,"Passy",48.86648,2.27336,"Entire home/apt",149,3,48,"1560960000",0.56,1,319
467378,"Nice flat near Eiffel Tower",2320525,"Florence",NA,"Vaugirard",48.84289,2.29372,"Entire home/apt",72,29,31,"1504281600",0.36,3,16
467782,"Private room with bathroom Montmartre",2321891,"Veronique",NA,"Buttes-Montmartre",48.89212,2.34165,"Private room",28,1,52,"1485878400",1.46,1,0
468441,"Great Studio Montmartre-Sacre Cœur",2325206,"Tobias",NA,"Buttes-Montmartre",48.88384,2.3378,"Entire home/apt",79,3,101,"1562256000",1.18,1,178
468465,"Hip & spacious apt at Père Lachaise",1574586,"Faith",NA,"Ménilmontant",48.85775,2.40083,"Entire home/apt",65,2,48,"1525363200",0.55,1,0
469203,"Great Apartment (4 nights minimum)",2035302,"Vincent",NA,"Buttes-Montmartre",48.89349,2.35926,"Entire home/apt",150,4,3,"1351008000",0.04,1,365
469485,"LOVELY APARTMENT IN PARIS NEAR BASTILLE FOR 2 PEOPLE",858460,"Mireille",NA,"Popincourt",48.85313,2.37288,"Entire home/apt",86,3,3,"1537459200",0.26,1,0
469712,"Real parisian appartment center",2330657,"Pierre",NA,"Panthéon",48.83853,2.34983,"Entire home/apt",125,4,116,"1562515200",1.82,1,191
470192,"A lovely family house in Paris",2332753,"Carole",NA,"Buttes-Chaumont",48.88077,2.39293,"Entire home/apt",176,3,13,"1532361600",0.27,1,9
470361,"Magnifique appartement à Bastille",2333548,"Dompnier",NA,"Reuilly",48.84998,2.37397,"Entire home/apt",200,4,17,"1556121600",0.23,1,28
471523,"Marais apartment in a private mansion",2338745,"Christine",NA,"Temple",48.85952,2.36412,"Entire home/apt",230,2,75,"1561824000",0.87,1,310
471659,"Awesome Studio Paris Champs Elysées",2339329,"Pierre",NA,"Élysée",48.87451,2.30531,"Entire home/apt",78,5,60,"1503158400",0.7,1,0
474612,"Spacious, quiet loft, rue Oberkampf",1694065,"Eva",NA,"Popincourt",48.86651,2.38272,"Entire home/apt",250,5,32,"1556985600",0.66,2,88
474684,"Cosi Studette très calme , Tour Eiffel",2235619,"Astrid",NA,"Vaugirard",48.84392,2.28282,"Private room",69,7,32,"1561392000",0.61,1,274
474725,"Luxurious flat with a big terrace",2353259,"Sarah",NA,"Entrepôt",48.87112,2.3483,"Entire home/apt",300,3,43,"1556640000",0.51,1,34
475005,"Charming apt near Bastille/Marais",2354584,"Armand",NA,"Popincourt",48.85863,2.37148,"Entire home/apt",74,5,16,"1536076800",0.22,2,0
475138,"2 room appt near canal and pompidou",2355151,"Nathalie",NA,"Entrepôt",48.87213,2.35482,"Entire home/apt",55,5,0,"",NA,1,0
476307,"Joli 3 pièces au coeur de Paris",466683,"Tania",NA,"Batignolles-Monceau",48.88268,2.32044,"Entire home/apt",140,2,4,"1373731200",0.05,1,0
476468,"Romantic Paris 2 rooms top location",2361749,"Julie",NA,"Popincourt",48.86158,2.37977,"Entire home/apt",95,6,108,"1562601600",1.3,1,131
476708,"B&B in central Paris with possible cooking lessons",2362921,"Samia",NA,"Popincourt",48.86715,2.37298,"Private room",48,3,130,"1562515200",1.55,2,149
477193,"90sqm, top of Buttes-Chaumont",1762402,"Benoit",NA,"Buttes-Chaumont",48.87666,2.39395,"Entire home/apt",85,6,7,"1546099200",0.08,2,6
477650,"BEAUTIFUL STUDIO",2367063,"Caroline",NA,"Batignolles-Monceau",48.87733,2.28672,"Entire home/apt",90,7,5,"1352044800",0.06,3,201
477766,"Very nice apartment in Paris center",2367525,"Céline",NA,"Popincourt",48.86937,2.37115,"Entire home/apt",210,2,42,"1560096000",0.58,1,41
478380,"Lovely vintage flat in Paris",2369723,"Pauline",NA,"Reuilly",48.84356,2.38647,"Entire home/apt",50,4,29,"1560700800",0.34,1,12
479634,"Stylish Apartment No.15",2376168,"Catherine & David",NA,"Observatoire",48.83892,2.33912,"Entire home/apt",80,4,18,"1559923200",0.21,1,266
479737,"studio flat in the ile saint louis",2376495,"Herve",NA,"Hôtel-de-Ville",48.85449,2.35179,"Entire home/apt",40,120,1,"1467302400",0.03,1,365
480084,"Duplex de charme / Haut Marais",2295494,"Axel",NA,"Temple",48.86518,2.36324,"Entire home/apt",78,2,15,"1555257600",0.18,1,185
480274,"Beautiful room in Paris (13e)",2378621,"Julie",NA,"Gobelins",48.82549,2.36358,"Private room",60,2,1,"1342022400",0.01,1,0
480808,"charming & central private appartment",2381076,"Sarah",NA,"Popincourt",48.85859,2.38034,"Entire home/apt",80,2,39,"1495468800",0.46,2,0
482419,"Charming studio Mouffetard Village",2388584,"Isabelle",NA,"Panthéon",48.84022,2.3506,"Entire home/apt",55,30,226,"1561478400",2.72,1,284
483819,"Superbe studette Batignolles calme,asc., vue, clim",1551963,"Danièle",NA,"Batignolles-Monceau",48.88697,2.31701,"Entire home/apt",65,30,16,"1560873600",0.2,2,226
483921,"Paris, stylish flat in Belleville ",2366442,"Stephane",NA,"Ménilmontant",48.8707,2.38079,"Entire home/apt",64,4,34,"1559577600",0.39,1,5
484315,"Romantic Montparnasse Garden House",2397483,"Geb",NA,"Observatoire",48.83431,2.31742,"Entire home/apt",100,6,5,"1560441600",0.06,1,294
485571,"Beautiful One Bedroom Apartment",2404079,"Norman",NA,"Temple",48.86647,2.3591,"Entire home/apt",100,7,0,"",NA,1,0
486114,"Incredible 2470sqft Haussmanien apt",2406155,"Veronique",NA,"Batignolles-Monceau",48.87958,2.30381,"Entire home/apt",599,4,27,"1561910400",0.37,1,356
486138,"Historic center of Paris for 2 !",2406154,"Géraldine",NA,"Louvre",48.86078,2.34652,"Entire home/apt",95,2,56,"1524672000",0.7,1,1
486547,"QUIET STUDIO IN THE HEART OF PARIS",2408130,"Nathalie",NA,"Entrepôt",48.87401,2.35052,"Entire home/apt",80,3,208,"1562256000",2.42,1,218
487228,"chambre avec balcon dans gd appart",2411321,"Elise",NA,"Buttes-Chaumont",48.88645,2.3833,"Private room",39,2,35,"1553616000",0.48,2,36
487378,"Large Studio at Montmartre's foot",2411993,"Emma",NA,"Buttes-Montmartre",48.88825,2.34717,"Entire home/apt",90,60,2,"1357315200",0.02,1,364
487587,"Appart. 43 m2 proche Tour Eiffel!",2210432,"Frédéric",NA,"Vaugirard",48.84662,2.30242,"Entire home/apt",99,5,20,"1470153600",0.23,1,50
487806,"Apartment close to Eiffel Tower",2413669,"Emmanuel",NA,"Passy",48.86596,2.28349,"Entire home/apt",90,1,367,"1561219200",4.24,1,213
488911,"Confortable 40m² proche Bastille",2145046,"Christophe",NA,"Reuilly",48.83976,2.39337,"Entire home/apt",74,3,20,"1526832000",0.28,1,222
489136,"Quiet and Bright Loft",2419705,"Nicole",NA,"Ménilmontant",48.85579,2.39901,"Private room",70,1,49,"1555344000",0.65,1,286
489419,"Peaceful flat under Paris roofs",2420606,"Edith",NA,"Opéra",48.88099,2.34468,"Entire home/apt",140,5,118,"1561046400",1.37,1,109
489497,"Le MARAIS SPACIOUS and SUNNY 3Br",2421204,"François",NA,"Temple",48.85832,2.35995,"Entire home/apt",250,4,67,"1556294400",0.79,1,20
489636,"Bucolic Studio canal Saint Martin",2421683,"Anne",NA,"Entrepôt",48.86856,2.36634,"Entire home/apt",75,2,20,"1507219200",0.31,1,0
490527,"Refurbished flat Canal St Martin",2300103,"Alba",NA,"Entrepôt",48.87453,2.35817,"Entire home/apt",70,10,12,"1561478400",0.15,2,7
490554,"parisian flat, Canal St Martin",2425973,"Thibault",NA,"Entrepôt",48.87403,2.36055,"Entire home/apt",115,2,43,"1560528000",0.55,1,230
491512,"Easy Montmartre Paris Exclusive",1903323,"Tato",NA,"Buttes-Montmartre",48.89002,2.34352,"Private room",53,1,0,"",NA,1,0
491915,"Paris flat holidays 2,4,6 people",2431177,"Annalisa",NA,"Ménilmontant",48.85038,2.40423,"Entire home/apt",80,4,4,"1410710400",0.05,2,0
492842,"cozy flat for 2 in latin quarter",2435625,"Elina Et Marc",NA,"Panthéon",48.83828,2.35523,"Entire home/apt",65,100,184,"1560873600",2.18,1,315
493013,"Typical Parisian Apt - Montsouris",2436233,"Claire",NA,"Observatoire",48.82296,2.33426,"Entire home/apt",60,3,11,"1445097600",0.13,1,0
493269,"Luminous Apartment - Le Marais",2324461,"Alexandre",NA,"Temple",48.8579,2.36321,"Entire home/apt",130,3,128,"1559923200",1.52,1,190
493815,"Charming studio in the Marais",2439716,"Maris",NA,"Temple",48.86119,2.35559,"Entire home/apt",98,2,12,"1420473600",0.14,1,0
495703,"Family appartment near Montmartre",2448343,"Emmanuelle",NA,"Opéra",48.87705,2.34341,"Entire home/apt",290,3,26,"1561651200",0.31,1,315
495927,"CHARMING NEST IN THE HEART OF PARIS",1617094,"Ahouva",NA,"Luxembourg",48.85651,2.33832,"Entire home/apt",100,3,131,"1562169600",1.81,1,158
497601,"STUDIO SUR LA BUTTE  MONTMARTRE",1853318,"Marie",NA,"Buttes-Montmartre",48.88807,2.33922,"Entire home/apt",42,2,305,"1561392000",3.61,1,278
497746,"FAMILY FLAT FOR HOLIDAYS!!!!!!!!!!!",2457456,"Tania",NA,"Entrepôt",48.87093,2.36463,"Entire home/apt",140,4,38,"1556899200",0.45,1,8
498449,"Charming flat in Belleville",2460730,"Alexandre",NA,"Ménilmontant",48.8735,2.38854,"Entire home/apt",55,2,43,"1549555200",0.59,1,29
498485,"Little cosy room - canal st martin",2460953,"Eric",NA,"Entrepôt",48.88245,2.36584,"Entire home/apt",40,30,52,"1559664000",0.68,1,106
498891,"LIKE LIVING IN PARIS@HEART OFMARAIS",1824328,"Umberto",NA,"Temple",48.85722,2.36638,"Entire home/apt",95,2,271,"1560700800",3.23,2,284
500114,"PANORAMIC VIEW HEART OF """"LE MARAIS""""",2406186,"Brigitte",NA,"Hôtel-de-Ville",48.85397,2.35886,"Entire home/apt",150,5,80,"1562169600",0.94,1,334
500577,"Charming studio, Eiffel Tour area ",2469931,"Astrid",NA,"Vaugirard",48.84581,2.28999,"Entire home/apt",80,5,0,"",NA,1,0
500580,"CHARMING APARTMENT IN THE 9TH arron",2324710,"Alexandre Et Chani",NA,"Opéra",48.87869,2.33622,"Entire home/apt",90,4,15,"1562342400",0.18,1,297
501192,"LOVELY LOFT IN THE MARAIS DISTRICT",656386,"Emanuele - Maria",NA,"Hôtel-de-Ville",48.85711,2.35747,"Entire home/apt",146,60,5,"1513699200",0.06,35,216
502895,"Paris Centre Appartement of charm.",2481219,"Charlotte",NA,"Entrepôt",48.87458,2.35492,"Entire home/apt",190,2,129,"1562342400",1.56,1,309
503231,"Luxurious Apart by Champs Elysées",2482371,"Sofia",NA,"Batignolles-Monceau",48.87653,2.29381,"Entire home/apt",100,2,203,"1561392000",2.44,1,0
503376,"Duplex with terrace, Paris / Nation",2482951,"Cécile",NA,"Ménilmontant",48.85578,2.4056,"Entire home/apt",75,5,2,"1436630400",0.04,1,10
503569,"Charming bedroom Near Mouffetard",2483760,"Christophe",NA,"Panthéon",48.83813,2.3476,"Private room",35,3,154,"1512748800",1.78,1,0
504207,"quiet apartment nearby Montparnasse",2486496,"Pauline",NA,"Observatoire",48.83002,2.32356,"Entire home/apt",70,3,19,"1557244800",0.22,1,50
504964,"Little house in Paris, Loft, Canal",2490225,"Segire",NA,"Entrepôt",48.87613,2.36389,"Entire home/apt",145,3,166,"1560528000",1.93,2,346
505425,"Large studio wth open air terrace",2481460,"Thomas",NA,"Popincourt",48.85035,2.39019,"Entire home/apt",80,2,20,"1443628800",0.26,1,0
505610,"1-bedroom apt with amazing view!",2492564,"Danièle",NA,"Gobelins",48.83403,2.36669,"Entire home/apt",85,3,105,"1561478400",1.23,1,195
506135,"Nice and cosy Flat near Montmartre",2494981,"Mathilde",NA,"Batignolles-Monceau",48.88824,2.32407,"Entire home/apt",60,4,62,"1560096000",0.73,1,3
507108,"Paris Hausmannian style family flat",2493604,"Hélène",NA,"Observatoire",48.83063,2.32679,"Entire home/apt",180,4,8,"1560787200",0.11,1,278
507193,"Bright, Modern, Central Location",2500067,"Joseph",NA,"Bourse",48.86869,2.35128,"Entire home/apt",36,1,60,"1561910400",0.7,2,6
507255,"30 mtr ROMANTIC MONTMARTRE - STUDIO",2491914,"Suzie",NA,"Buttes-Montmartre",48.8846,2.34137,"Entire home/apt",90,3,141,"1562601600",1.85,1,284
507420,"Cozy Studio near Saint Augustin/ Saint Lazare",76355,"Julia Et Lucas",NA,"Élysée",48.87768,2.32143,"Entire home/apt",60,3,14,"1561910400",0.16,18,356
508144,"Spacious artists flat in Marais",2503969,"Egé",NA,"Temple",48.85722,2.36515,"Entire home/apt",150,5,12,"1556812800",0.14,1,307
508163,"Large 1 BD Champs Elysee Paris",2428658,"Laurent",NA,"Élysée",48.87135,2.31198,"Entire home/apt",120,4,2,"1517500800",0.09,1,0
508235,"Spacious&pleasant in best neighbor",1878580,"Nour",NA,"Entrepôt",48.87428,2.35089,"Entire home/apt",154,3,35,"1562256000",0.41,1,285
508850,"Charming&cosy nr canal Saint-Martin",2508272,"Charley",NA,"Entrepôt",48.8691,2.36831,"Entire home/apt",80,2,107,"1558800000",1.24,1,19
509332,"Cosy 65m2 flat Bastille-Le Marais",2124759,"Claire & Ben",NA,"Popincourt",48.85723,2.37355,"Entire home/apt",90,3,50,"1559404800",0.58,1,5
509344,"Amazing Apartment Center of Paris",1281575,"Marc",NA,"Entrepôt",48.87199,2.36389,"Entire home/apt",110,5,111,"1558800000",1.3,1,100
509357,"Sympathique appartement lumineux.",2510200,"Jacqueline",NA,"Gobelins",48.82732,2.35335,"Entire home/apt",70,5,115,"1561478400",1.37,1,332
509705,"Le Marais / Beaubourg  peacefull Duplex",2511495,"Paul",NA,"Temple",48.86482,2.35602,"Entire home/apt",125,3,25,"1562256000",0.29,1,74
510375,"Stylish Apartment NUM.15",2514640,"Bonita",NA,"Observatoire",48.83907,2.32955,"Entire home/apt",140,4,6,"1562428800",0.12,2,19
510651,"Private Room with Breakfast - Paris",2514214,"Antoine",NA,"Buttes-Chaumont",48.88975,2.37535,"Private room",83,1,309,"1561737600",3.72,1,335
510741,"Bright and calm",2516800,"Marielle",NA,"Buttes-Chaumont",48.87775,2.40117,"Entire home/apt",99,3,66,"1538409600",0.77,1,11
510769,"PARIS:2 LOVELY DOUBLE ROOMS",2431177,"Annalisa",NA,"Ménilmontant",48.84921,2.40377,"Private room",60,4,0,"",NA,2,0
510983,"Hey Paris !!",2593614,"Charlotte",NA,"Ménilmontant",48.87087,2.39497,"Private room",46,8,135,"1561564800",1.58,2,331
511035,"Charme apartment 11th arr 4people",281528,"Anne-Sophie",NA,"Popincourt",48.85458,2.38667,"Entire home/apt",114,30,16,"1516550400",0.19,6,1
511386,"Charming flat in Montmartre, Paris",2386821,"Florent",NA,"Buttes-Montmartre",48.88548,2.34609,"Entire home/apt",60,13,17,"1501344000",0.2,1,132
512717,"Cute quiet & sunny appart Paris",2525750,"Emilie",NA,"Ménilmontant",48.85258,2.40394,"Entire home/apt",43,7,31,"1546358400",0.36,1,0
513384,"Chez Lilas",2528864,"Lilas Louise",NA,"Buttes-Montmartre",48.89507,2.34584,"Entire home/apt",55,3,123,"1555862400",1.43,1,43
514402,"Duplex in Paris XI",2533682,"Christophe",NA,"Popincourt",48.86315,2.37344,"Entire home/apt",100,5,49,"1546704000",0.58,1,245
514562,"Perfect place in the heart of Paris",2517149,"Julien",NA,"Reuilly",48.85077,2.37486,"Entire home/apt",100,2,80,"1560614400",1.52,1,40
514746,"apartment to rent 700€/m julyaugust",2534957,"Hélène",NA,"Buttes-Chaumont",48.8767,2.40273,"Entire home/apt",50,4,0,"",NA,1,0
514870,"Sunny apartment in central Paris!",2535616,"Sara",NA,"Vaugirard",48.84407,2.29398,"Entire home/apt",109,5,0,"",NA,1,0
515970,"Luxury Duplex - Place des Vosges Marais with  AC",2474755,"Artiste Sandrine",NA,"Hôtel-de-Ville",48.85452,2.36571,"Entire home/apt",741,4,88,"1561824000",1.05,1,297
516334,"CHARMING apartment with 6 Windows",2542684,"Agathe",NA,"Popincourt",48.86571,2.37448,"Entire home/apt",95,2,57,"1559664000",0.67,1,36
516537,"Cosy, calm and warm Flat Paris11",2543262,"Romain",NA,"Popincourt",48.86613,2.38015,"Entire home/apt",70,2,9,"1469894400",0.12,1,0
516847,"Pent house in Paris rive gauche",716205,"Ann",NA,"Observatoire",48.83208,2.33109,"Entire home/apt",140,7,0,"",NA,5,365
516993,"Eden LUTECIA @ MONGE Quartier Latin",2545542,"BruNab",NA,"Panthéon",48.84428,2.35112,"Entire home/apt",168,4,151,"1561046400",1.76,1,52
517121,"A typical studio in real Paris !",2545523,"Marie",NA,"Entrepôt",48.87174,2.37061,"Entire home/apt",35,10,38,"1504368000",0.45,1,0
517137,"Big and Sunny flat in Montmartre!",2442448,"Matthieu",NA,"Buttes-Montmartre",48.88733,2.34987,"Entire home/apt",80,3,43,"1542643200",0.56,1,0
517323,"Cosy studio in Le Marais",849150,"Laure",NA,"Temple",48.86375,2.36066,"Entire home/apt",55,14,11,"1409500800",0.13,2,0
517488,"Splendid flat at Montmartre!!",2547426,"Sophie",NA,"Buttes-Montmartre",48.88605,2.33634,"Entire home/apt",110,1,1,"1435593600",0.02,1,0
518231,"PrivateSuite Cosy-1à4p-B&B-PANTHEON",2550681,"Marine",NA,"Panthéon",48.84078,2.34775,"Private room",160,2,36,"1561132800",0.42,1,262
518650,"Lovely Parisian studio @ Nation",2552594,"Tamara",NA,"Popincourt",48.85057,2.39228,"Entire home/apt",60,4,172,"1557504000",2.08,1,14
518742,"True Parisien life. Great amenities",2553180,"Michelle",NA,"Luxembourg",48.8514,2.33924,"Entire home/apt",130,2,107,"1559404800",1.25,2,273
520555,"2 bdr flat near Grands Magasins",74519,"Delphine",NA,"Opéra",48.87241,2.34228,"Entire home/apt",155,1,0,"",NA,1,0
520891,"Nice apartment 30m2 Oberkampf (11e)",2562051,"Vanessa",NA,"Popincourt",48.86594,2.37731,"Entire home/apt",66,3,105,"1562342400",1.46,1,25
520929,"Sunny flat with a view, city center",2562637,"Julien",NA,"Popincourt",48.86931,2.38022,"Entire home/apt",120,4,5,"1437926400",0.07,1,0
520951,"A typically parisian apartment",2562621,"Miriam",NA,"Entrepôt",48.87047,2.36903,"Entire home/apt",120,7,1,"1533571200",0.09,1,13
521080,"Quiet LOFT with a glimpse at the EIFFEL tower",2563180,"Camille",NA,"Vaugirard",48.8442,2.31775,"Entire home/apt",59,2,31,"1562083200",0.6,1,32
521583,"❤Very close to Paris Center, authentic french area",2564891,"Cindy",NA,"Entrepôt",48.88391,2.35564,"Private room",19,2,105,"1562256000",1.22,5,20
